Packet ID,Source Address,Hop Count,New Addresses Seen,Port,Protocol,flow_window_packet_count,prefix_window_packet_count
2,4000000,1000000,0,11000000,1000000,2000000,13000000
2,2000000,1000000,0,9000000,1000000,6000000,14000000
2,0,1000000,0,7000000,1000000,2000000,15000000
4,55000000,5000000,3000000,0,1000000,7000000,10000000
5,15000000,3000000,3000000,0,1000000,5000000,13000000
2,3000000,1000000,0,10000000,1000000,6000000,16000000
2,1000000,1000000,0,8000000,1000000,2000000,17000000
4,54000000,5000000,3000000,0,1000000,6000000,11000000
5,14000000,3000000,3000000,0,1000000,5000000,14000000
2,5000000,1000000,0,12000000,1000000,2000000,18000000
5,13000000,3000000,3000000,0,1000000,5000000,15000000
5,33000000,4000000,3000000,0,1000000,7000000,13000000
3,75000000,6000000,3000000,0,1000000,7000000,9000000
3,95000000,7000000,3000000,0,1000000,3000000,8000000
4,74000000,6000000,3000000,0,1000000,8000000,10000000
3,93000000,7000000,3000000,0,1000000,3000000,9000000
5,34000000,4000000,3000000,0,1000000,7000000,14000000
4,73000000,6000000,3000000,0,1000000,4000000,11000000
4,94000000,7000000,3000000,0,1000000,4000000,10000000
5,35000000,4000000,3000000,0,1000000,7000000,15000000
4,53000000,5000000,3000000,0,1000000,4000000,12000000
3,2000000,1000000,0,9000000,1000000,8000000,19000000
3,4000000,1000000,0,11000000,1000000,3000000,20000000
3,0,1000000,0,7000000,1000000,3000000,21000000
5,55000000,5000000,3000000,0,1000000,9000000,13000000
6,15000000,3000000,3000000,0,1000000,6000000,16000000
3,3000000,1000000,0,10000000,1000000,8000000,22000000
3,1000000,1000000,0,8000000,1000000,3000000,23000000
5,54000000,5000000,3000000,0,1000000,8000000,14000000
6,14000000,3000000,3000000,0,1000000,6000000,17000000
3,5000000,1000000,0,12000000,1000000,3000000,24000000
6,13000000,3000000,3000000,0,1000000,6000000,18000000
4,95000000,7000000,3000000,0,1000000,4000000,11000000
4,75000000,6000000,3000000,0,1000000,9000000,12000000
6,33000000,4000000,3000000,0,1000000,9000000,16000000
4,93000000,7000000,3000000,0,1000000,4000000,12000000
5,74000000,6000000,3000000,0,1000000,10000000,13000000
6,34000000,4000000,3000000,0,1000000,9000000,17000000
5,73000000,6000000,3000000,0,1000000,5000000,14000000
5,94000000,7000000,3000000,0,1000000,5000000,13000000
6,35000000,4000000,3000000,0,1000000,9000000,18000000
4,2000000,1000000,0,9000000,1000000,10000000,25000000
4,4000000,1000000,0,11000000,1000000,4000000,26000000
5,53000000,5000000,3000000,0,1000000,5000000,15000000
4,0,1000000,0,7000000,1000000,4000000,27000000
6,55000000,5000000,3000000,0,1000000,11000000,16000000
7,15000000,3000000,3000000,0,1000000,7000000,19000000
4,3000000,1000000,0,10000000,1000000,10000000,28000000
4,1000000,1000000,0,8000000,1000000,4000000,29000000
6,54000000,5000000,3000000,0,1000000,10000000,17000000
7,14000000,3000000,3000000,0,1000000,7000000,20000000
4,5000000,1000000,0,12000000,1000000,4000000,30000000
7,13000000,3000000,3000000,0,1000000,7000000,21000000
5,95000000,7000000,3000000,0,1000000,5000000,14000000
7,33000000,4000000,3000000,0,1000000,11000000,19000000
5,75000000,6000000,3000000,0,1000000,11000000,15000000
5,93000000,7000000,3000000,0,1000000,5000000,15000000
6,74000000,6000000,3000000,0,1000000,12000000,16000000
7,34000000,4000000,3000000,0,1000000,11000000,20000000
6,73000000,6000000,3000000,0,1000000,6000000,17000000
6,94000000,7000000,3000000,0,1000000,6000000,16000000
2,1000000,1000000,0,8000000,0,2000000,31000000
7,35000000,4000000,3000000,0,1000000,11000000,21000000
5,2000000,1000000,0,9000000,1000000,12000000,32000000
6,53000000,5000000,3000000,0,1000000,6000000,18000000
5,4000000,1000000,0,11000000,1000000,5000000,33000000
5,0,1000000,0,7000000,1000000,5000000,34000000
2,5000000,1000000,0,12000000,0,2000000,35000000
7,55000000,5000000,3000000,0,1000000,13000000,19000000
2,3000000,1000000,0,10000000,0,2000000,36000000
2,0,1000000,0,7000000,0,2000000,37000000
8,15000000,3000000,3000000,0,1000000,8000000,22000000
5,3000000,1000000,0,10000000,1000000,12000000,38000000
2,4000000,1000000,0,11000000,0,2000000,39000000
5,1000000,1000000,0,8000000,1000000,5000000,40000000
7,54000000,5000000,3000000,0,1000000,12000000,20000000
8,14000000,3000000,3000000,0,1000000,8000000,23000000
2,2000000,1000000,0,9000000,0,2000000,41000000
5,5000000,1000000,0,12000000,1000000,5000000,42000000
8,13000000,3000000,3000000,0,1000000,8000000,24000000
6,95000000,7000000,3000000,0,1000000,6000000,17000000
8,33000000,4000000,3000000,0,1000000,13000000,22000000
6,75000000,6000000,3000000,0,1000000,13000000,18000000
6,93000000,7000000,3000000,0,1000000,6000000,18000000
7,74000000,6000000,3000000,0,1000000,14000000,19000000
1,22000000,3000000,4000000,0,1000000,1000000,25000000
2,22000000,3000000,4000000,0,1000000,2000000,26000000
8,34000000,4000000,3000000,0,1000000,13000000,23000000
7,73000000,6000000,3000000,0,1000000,7000000,20000000
3,22000000,3000000,4000000,0,1000000,3000000,27000000
4,22000000,3000000,4000000,0,1000000,4000000,28000000
1,21000000,3000000,5000000,0,1000000,1000000,29000000
5,22000000,3000000,5000000,0,1000000,5000000,30000000
2,21000000,3000000,5000000,0,1000000,2000000,31000000
6,22000000,3000000,5000000,0,1000000,6000000,32000000
3,21000000,3000000,5000000,0,1000000,3000000,33000000
7,22000000,3000000,5000000,0,1000000,7000000,34000000
4,21000000,3000000,5000000,0,1000000,4000000,35000000
8,22000000,3000000,5000000,0,1000000,8000000,36000000
5,21000000,3000000,5000000,0,1000000,5000000,37000000
9,22000000,3000000,5000000,0,1000000,9000000,38000000
6,21000000,3000000,5000000,0,1000000,6000000,39000000
10,22000000,3000000,5000000,0,1000000,10000000,40000000
7,21000000,3000000,5000000,0,1000000,7000000,41000000
11,22000000,3000000,5000000,0,1000000,11000000,42000000
8,21000000,3000000,5000000,0,1000000,8000000,43000000
12,22000000,3000000,5000000,0,1000000,12000000,44000000
9,21000000,3000000,5000000,0,1000000,9000000,45000000
13,22000000,3000000,5000000,0,1000000,13000000,46000000
7,94000000,7000000,3000000,0,1000000,7000000,19000000
10,21000000,3000000,5000000,0,1000000,10000000,47000000
14,22000000,3000000,5000000,0,1000000,14000000,48000000
11,21000000,3000000,5000000,0,1000000,11000000,49000000
15,22000000,3000000,5000000,0,1000000,15000000,50000000
12,21000000,3000000,5000000,0,1000000,12000000,51000000
16,22000000,3000000,5000000,0,1000000,16000000,52000000
13,21000000,3000000,5000000,0,1000000,13000000,53000000
17,22000000,3000000,5000000,0,1000000,17000000,54000000
14,21000000,3000000,5000000,0,1000000,14000000,55000000
8,35000000,4000000,3000000,0,1000000,13000000,24000000
18,22000000,3000000,5000000,0,1000000,18000000,56000000
15,21000000,3000000,5000000,0,1000000,15000000,57000000
19,22000000,3000000,5000000,0,1000000,19000000,58000000
16,21000000,3000000,5000000,0,1000000,16000000,59000000
20,22000000,3000000,5000000,0,1000000,20000000,60000000
17,21000000,3000000,5000000,0,1000000,17000000,61000000
21,22000000,3000000,5000000,0,1000000,21000000,62000000
18,21000000,3000000,5000000,0,1000000,18000000,63000000
22,22000000,3000000,5000000,0,1000000,22000000,64000000
19,21000000,3000000,5000000,0,1000000,19000000,65000000
23,22000000,3000000,5000000,0,1000000,23000000,66000000
20,21000000,3000000,5000000,0,1000000,20000000,67000000
1,20000000,3000000,6000000,0,1000000,1000000,68000000
24,22000000,3000000,6000000,0,1000000,24000000,69000000
21,21000000,3000000,6000000,0,1000000,21000000,70000000
2,20000000,3000000,6000000,0,1000000,2000000,71000000
25,22000000,3000000,6000000,0,1000000,25000000,72000000
22,21000000,3000000,6000000,0,1000000,22000000,73000000
3,20000000,3000000,6000000,0,1000000,3000000,74000000
1,23000000,3000000,7000000,0,1000000,1000000,75000000
23,21000000,3000000,7000000,0,1000000,23000000,76000000
26,22000000,3000000,7000000,0,1000000,26000000,77000000
4,20000000,3000000,7000000,0,1000000,4000000,78000000
2,23000000,3000000,7000000,0,1000000,2000000,79000000
1,24000000,3000000,8000000,0,1000000,1000000,80000000
27,22000000,3000000,8000000,0,1000000,27000000,81000000
6,2000000,1000000,0,9000000,1000000,14000000,43000000
24,21000000,3000000,8000000,0,1000000,24000000,82000000
5,20000000,3000000,8000000,0,1000000,5000000,83000000
3,23000000,3000000,8000000,0,1000000,3000000,84000000
2,24000000,3000000,8000000,0,1000000,2000000,85000000
6,4000000,1000000,0,11000000,1000000,6000000,44000000
7,53000000,5000000,3000000,0,1000000,7000000,21000000
28,22000000,3000000,8000000,0,1000000,28000000,86000000
25,21000000,3000000,8000000,0,1000000,25000000,87000000
6,20000000,3000000,8000000,0,1000000,6000000,88000000
4,23000000,3000000,8000000,0,1000000,4000000,89000000
3,24000000,3000000,8000000,0,1000000,3000000,90000000
29,22000000,3000000,8000000,0,1000000,29000000,91000000
26,21000000,3000000,8000000,0,1000000,26000000,92000000
6,0,1000000,0,7000000,1000000,6000000,45000000
7,20000000,3000000,8000000,0,1000000,7000000,93000000
5,23000000,3000000,8000000,0,1000000,5000000,94000000
4,24000000,3000000,8000000,0,1000000,4000000,95000000
30,22000000,3000000,8000000,0,1000000,30000000,96000000
27,21000000,3000000,8000000,0,1000000,27000000,97000000
8,20000000,3000000,8000000,0,1000000,8000000,98000000
8,55000000,5000000,3000000,0,1000000,15000000,22000000
6,23000000,3000000,8000000,0,1000000,6000000,99000000
5,24000000,3000000,8000000,0,1000000,5000000,100000000
28,21000000,3000000,9000000,0,1000000,28000000,101000000
31,22000000,3000000,2000000,0,1000000,31000000,102000000
9,20000000,3000000,3000000,0,1000000,9000000,103000000
7,23000000,3000000,4000000,0,1000000,7000000,104000000
6,24000000,3000000,5000000,0,1000000,6000000,105000000
29,21000000,3000000,5000000,0,1000000,29000000,106000000
32,22000000,3000000,5000000,0,1000000,32000000,107000000
10,20000000,3000000,5000000,0,1000000,10000000,108000000
8,23000000,3000000,5000000,0,1000000,8000000,109000000
7,24000000,3000000,5000000,0,1000000,7000000,110000000
30,21000000,3000000,5000000,0,1000000,30000000,111000000
33,22000000,3000000,5000000,0,1000000,33000000,112000000
11,20000000,3000000,5000000,0,1000000,11000000,113000000
9,23000000,3000000,5000000,0,1000000,9000000,114000000
8,24000000,3000000,5000000,0,1000000,8000000,115000000
31,21000000,3000000,5000000,0,1000000,31000000,116000000
34,22000000,3000000,5000000,0,1000000,34000000,117000000
12,20000000,3000000,5000000,0,1000000,12000000,118000000
10,23000000,3000000,5000000,0,1000000,10000000,119000000
9,24000000,3000000,5000000,0,1000000,9000000,120000000
32,21000000,3000000,5000000,0,1000000,32000000,121000000
35,22000000,3000000,5000000,0,1000000,35000000,122000000
13,20000000,3000000,5000000,0,1000000,13000000,123000000
11,23000000,3000000,5000000,0,1000000,11000000,124000000
10,24000000,3000000,5000000,0,1000000,10000000,125000000
33,21000000,3000000,5000000,0,1000000,33000000,126000000
36,22000000,3000000,5000000,0,1000000,36000000,127000000
14,20000000,3000000,5000000,0,1000000,14000000,128000000
12,23000000,3000000,5000000,0,1000000,12000000,129000000
11,24000000,3000000,5000000,0,1000000,11000000,130000000
34,21000000,3000000,5000000,0,1000000,34000000,131000000
37,22000000,3000000,5000000,0,1000000,37000000,132000000
9,15000000,3000000,6000000,0,1000000,9000000,133000000
15,20000000,3000000,6000000,0,1000000,15000000,134000000
13,23000000,3000000,6000000,0,1000000,13000000,135000000
12,24000000,3000000,6000000,0,1000000,12000000,136000000
35,21000000,3000000,6000000,0,1000000,35000000,137000000
38,22000000,3000000,6000000,0,1000000,38000000,138000000
16,20000000,3000000,6000000,0,1000000,16000000,139000000
6,3000000,1000000,0,10000000,1000000,14000000,46000000
14,23000000,3000000,6000000,0,1000000,14000000,140000000
13,24000000,3000000,6000000,0,1000000,13000000,141000000
36,21000000,3000000,6000000,0,1000000,36000000,142000000
39,22000000,3000000,6000000,0,1000000,39000000,143000000
17,20000000,3000000,6000000,0,1000000,17000000,144000000
15,23000000,3000000,6000000,0,1000000,15000000,145000000
14,24000000,3000000,6000000,0,1000000,14000000,146000000
37,21000000,3000000,6000000,0,1000000,37000000,147000000
40,22000000,3000000,6000000,0,1000000,40000000,148000000
18,20000000,3000000,6000000,0,1000000,18000000,149000000
16,23000000,3000000,6000000,0,1000000,16000000,150000000
15,24000000,3000000,6000000,0,1000000,15000000,151000000
6,1000000,1000000,0,8000000,1000000,6000000,47000000
38,21000000,3000000,6000000,0,1000000,38000000,152000000
19,20000000,3000000,6000000,0,1000000,19000000,153000000
41,22000000,3000000,6000000,0,1000000,41000000,154000000
8,54000000,5000000,3000000,0,1000000,14000000,23000000
17,23000000,3000000,6000000,0,1000000,17000000,155000000
16,24000000,3000000,6000000,0,1000000,16000000,156000000
39,21000000,3000000,6000000,0,1000000,39000000,157000000
9,14000000,3000000,7000000,0,1000000,9000000,158000000
20,20000000,3000000,7000000,0,1000000,20000000,159000000
42,22000000,3000000,7000000,0,1000000,42000000,160000000
18,23000000,3000000,7000000,0,1000000,18000000,161000000
17,24000000,3000000,7000000,0,1000000,17000000,162000000
40,21000000,3000000,7000000,0,1000000,40000000,163000000
21,20000000,3000000,7000000,0,1000000,21000000,164000000
43,22000000,3000000,7000000,0,1000000,43000000,165000000
19,23000000,3000000,7000000,0,1000000,19000000,166000000
18,24000000,3000000,7000000,0,1000000,18000000,167000000
41,21000000,3000000,7000000,0,1000000,41000000,168000000
22,20000000,3000000,7000000,0,1000000,22000000,169000000
20,23000000,3000000,7000000,0,1000000,20000000,170000000
44,22000000,3000000,7000000,0,1000000,44000000,171000000
19,24000000,3000000,7000000,0,1000000,19000000,172000000
42,21000000,3000000,7000000,0,1000000,42000000,173000000
23,20000000,3000000,7000000,0,1000000,23000000,174000000
21,23000000,3000000,7000000,0,1000000,21000000,175000000
20,24000000,3000000,7000000,0,1000000,20000000,176000000
45,22000000,3000000,7000000,0,1000000,45000000,177000000
43,21000000,3000000,7000000,0,1000000,43000000,178000000
24,20000000,3000000,7000000,0,1000000,24000000,179000000
22,23000000,3000000,7000000,0,1000000,22000000,180000000
21,24000000,3000000,7000000,0,1000000,21000000,181000000
46,22000000,3000000,7000000,0,1000000,46000000,182000000
44,21000000,3000000,7000000,0,1000000,44000000,183000000
25,20000000,3000000,7000000,0,1000000,25000000,184000000
23,23000000,3000000,7000000,0,1000000,23000000,185000000
22,24000000,3000000,7000000,0,1000000,22000000,186000000
47,22000000,3000000,7000000,0,1000000,47000000,187000000
45,21000000,3000000,7000000,0,1000000,45000000,188000000
26,20000000,3000000,7000000,0,1000000,26000000,189000000
24,23000000,3000000,7000000,0,1000000,24000000,190000000
23,24000000,3000000,7000000,0,1000000,23000000,191000000
48,22000000,3000000,7000000,0,1000000,48000000,192000000
46,21000000,3000000,7000000,0,1000000,46000000,193000000
27,20000000,3000000,7000000,0,1000000,27000000,194000000
25,23000000,3000000,7000000,0,1000000,25000000,195000000
6,5000000,1000000,0,12000000,1000000,6000000,48000000
24,24000000,3000000,7000000,0,1000000,24000000,196000000
49,22000000,3000000,7000000,0,1000000,49000000,197000000
9,13000000,3000000,8000000,0,1000000,9000000,198000000
47,21000000,3000000,8000000,0,1000000,47000000,199000000
28,20000000,3000000,8000000,0,1000000,28000000,200000000
26,23000000,3000000,8000000,0,1000000,26000000,201000000
25,24000000,3000000,9000000,0,1000000,25000000,202000000
50,22000000,3000000,2000000,0,1000000,50000000,203000000
48,21000000,3000000,3000000,0,1000000,48000000,204000000
29,20000000,3000000,4000000,0,1000000,29000000,205000000
9,33000000,4000000,3000000,0,1000000,15000000,25000000
7,75000000,6000000,3000000,0,1000000,15000000,21000000
7,93000000,7000000,3000000,0,1000000,7000000,20000000
27,23000000,3000000,5000000,0,1000000,27000000,206000000
26,24000000,3000000,5000000,0,1000000,26000000,207000000
51,22000000,3000000,5000000,0,1000000,51000000,208000000
7,95000000,7000000,3000000,0,1000000,7000000,21000000
49,21000000,3000000,5000000,0,1000000,49000000,209000000
30,20000000,3000000,5000000,0,1000000,30000000,210000000
8,74000000,6000000,3000000,0,1000000,16000000,22000000
28,23000000,3000000,5000000,0,1000000,28000000,211000000
27,24000000,3000000,5000000,0,1000000,27000000,212000000
52,22000000,3000000,5000000,0,1000000,52000000,213000000
50,21000000,3000000,5000000,0,1000000,50000000,214000000
31,20000000,3000000,5000000,0,1000000,31000000,215000000
29,23000000,3000000,5000000,0,1000000,29000000,216000000
28,24000000,3000000,5000000,0,1000000,28000000,217000000
53,22000000,3000000,5000000,0,1000000,53000000,218000000
51,21000000,3000000,5000000,0,1000000,51000000,219000000
32,20000000,3000000,5000000,0,1000000,32000000,220000000
30,23000000,3000000,5000000,0,1000000,30000000,221000000
29,24000000,3000000,5000000,0,1000000,29000000,222000000
54,22000000,3000000,5000000,0,1000000,54000000,223000000
52,21000000,3000000,5000000,0,1000000,52000000,224000000
33,20000000,3000000,5000000,0,1000000,33000000,225000000
9,34000000,4000000,3000000,0,1000000,15000000,26000000
30,24000000,3000000,5000000,0,1000000,30000000,226000000
31,23000000,3000000,5000000,0,1000000,31000000,227000000
55,22000000,3000000,5000000,0,1000000,55000000,228000000
8,73000000,6000000,3000000,0,1000000,8000000,23000000
53,21000000,3000000,5000000,0,1000000,53000000,229000000
34,20000000,3000000,5000000,0,1000000,34000000,230000000
32,23000000,3000000,5000000,0,1000000,32000000,231000000
56,22000000,3000000,5000000,0,1000000,56000000,232000000
31,24000000,3000000,5000000,0,1000000,31000000,233000000
54,21000000,3000000,5000000,0,1000000,54000000,234000000
35,20000000,3000000,5000000,0,1000000,35000000,235000000
33,23000000,3000000,5000000,0,1000000,33000000,236000000
57,22000000,3000000,5000000,0,1000000,57000000,237000000
32,24000000,3000000,5000000,0,1000000,32000000,238000000
55,21000000,3000000,5000000,0,1000000,55000000,239000000
36,20000000,3000000,5000000,0,1000000,36000000,240000000
34,23000000,3000000,5000000,0,1000000,34000000,241000000
58,22000000,3000000,5000000,0,1000000,58000000,242000000
33,24000000,3000000,5000000,0,1000000,33000000,243000000
56,21000000,3000000,5000000,0,1000000,56000000,244000000
37,20000000,3000000,5000000,0,1000000,37000000,245000000
35,23000000,3000000,5000000,0,1000000,35000000,246000000
34,24000000,3000000,5000000,0,1000000,34000000,247000000
59,22000000,3000000,5000000,0,1000000,59000000,248000000
57,21000000,3000000,5000000,0,1000000,57000000,249000000
38,20000000,3000000,5000000,0,1000000,38000000,250000000
36,23000000,3000000,5000000,0,1000000,36000000,251000000
35,24000000,3000000,5000000,0,1000000,35000000,252000000
60,22000000,3000000,5000000,0,1000000,60000000,253000000
58,21000000,3000000,5000000,0,1000000,58000000,254000000
39,20000000,3000000,5000000,0,1000000,39000000,255000000
37,23000000,3000000,5000000,0,1000000,37000000,256000000
36,24000000,3000000,5000000,0,1000000,36000000,257000000
61,22000000,3000000,5000000,0,1000000,61000000,258000000
59,21000000,3000000,5000000,0,1000000,59000000,259000000
40,20000000,3000000,5000000,0,1000000,40000000,260000000
38,23000000,3000000,5000000,0,1000000,38000000,261000000
37,24000000,3000000,5000000,0,1000000,37000000,262000000
62,22000000,3000000,5000000,0,1000000,62000000,263000000
60,21000000,3000000,5000000,0,1000000,60000000,264000000
41,20000000,3000000,5000000,0,1000000,41000000,265000000
8,94000000,7000000,3000000,0,1000000,8000000,22000000
39,23000000,3000000,5000000,0,1000000,39000000,266000000
38,24000000,3000000,5000000,0,1000000,38000000,267000000
63,22000000,3000000,5000000,0,1000000,63000000,268000000
61,21000000,3000000,5000000,0,1000000,61000000,269000000
42,20000000,3000000,5000000,0,1000000,42000000,270000000
40,23000000,3000000,5000000,0,1000000,40000000,271000000
39,24000000,3000000,5000000,0,1000000,39000000,272000000
64,22000000,3000000,5000000,0,1000000,64000000,273000000
62,21000000,3000000,5000000,0,1000000,62000000,274000000
43,20000000,3000000,5000000,0,1000000,43000000,275000000
41,23000000,3000000,5000000,0,1000000,41000000,276000000
40,24000000,3000000,5000000,0,1000000,40000000,277000000
65,22000000,3000000,5000000,0,1000000,65000000,278000000
63,21000000,3000000,5000000,0,1000000,63000000,279000000
44,20000000,3000000,5000000,0,1000000,44000000,280000000
42,23000000,3000000,5000000,0,1000000,42000000,281000000
41,24000000,3000000,5000000,0,1000000,41000000,282000000
66,22000000,3000000,5000000,0,1000000,66000000,283000000
64,21000000,3000000,5000000,0,1000000,64000000,284000000
45,20000000,3000000,5000000,0,1000000,45000000,285000000
43,23000000,3000000,5000000,0,1000000,43000000,286000000
42,24000000,3000000,5000000,0,1000000,42000000,287000000
67,22000000,3000000,5000000,0,1000000,67000000,288000000
65,21000000,3000000,5000000,0,1000000,65000000,289000000
46,20000000,3000000,5000000,0,1000000,46000000,290000000
44,23000000,3000000,5000000,0,1000000,44000000,291000000
43,24000000,3000000,5000000,0,1000000,43000000,292000000
68,22000000,3000000,5000000,0,1000000,68000000,293000000
66,21000000,3000000,5000000,0,1000000,66000000,294000000
47,20000000,3000000,5000000,0,1000000,47000000,295000000
45,23000000,3000000,5000000,0,1000000,45000000,296000000
44,24000000,3000000,5000000,0,1000000,44000000,297000000
69,22000000,3000000,5000000,0,1000000,69000000,298000000
67,21000000,3000000,5000000,0,1000000,67000000,299000000
48,20000000,3000000,5000000,0,1000000,48000000,300000000
46,23000000,3000000,5000000,0,1000000,46000000,301000000
45,24000000,3000000,6000000,0,1000000,45000000,302000000
68,21000000,3000000,2000000,0,1000000,68000000,303000000
70,22000000,3000000,3000000,0,1000000,70000000,304000000
49,20000000,3000000,4000000,0,1000000,49000000,305000000
47,23000000,3000000,5000000,0,1000000,47000000,306000000
46,24000000,3000000,5000000,0,1000000,46000000,307000000
69,21000000,3000000,5000000,0,1000000,69000000,308000000
9,35000000,4000000,3000000,0,1000000,15000000,27000000
71,22000000,3000000,5000000,0,1000000,71000000,309000000
50,20000000,3000000,5000000,0,1000000,50000000,310000000
48,23000000,3000000,5000000,0,1000000,48000000,311000000
47,24000000,3000000,5000000,0,1000000,47000000,312000000
70,21000000,3000000,5000000,0,1000000,70000000,313000000
72,22000000,3000000,5000000,0,1000000,72000000,314000000
51,20000000,3000000,5000000,0,1000000,51000000,315000000
49,23000000,3000000,5000000,0,1000000,49000000,316000000
48,24000000,3000000,5000000,0,1000000,48000000,317000000
71,21000000,3000000,5000000,0,1000000,71000000,318000000
73,22000000,3000000,5000000,0,1000000,73000000,319000000
52,20000000,3000000,5000000,0,1000000,52000000,320000000
50,23000000,3000000,5000000,0,1000000,50000000,321000000
49,24000000,3000000,5000000,0,1000000,49000000,322000000
72,21000000,3000000,5000000,0,1000000,72000000,323000000
74,22000000,3000000,5000000,0,1000000,74000000,324000000
53,20000000,3000000,5000000,0,1000000,53000000,325000000
51,23000000,3000000,5000000,0,1000000,51000000,326000000
50,24000000,3000000,5000000,0,1000000,50000000,327000000
73,21000000,3000000,5000000,0,1000000,73000000,328000000
75,22000000,3000000,5000000,0,1000000,75000000,329000000
54,20000000,3000000,5000000,0,1000000,54000000,330000000
52,23000000,3000000,5000000,0,1000000,52000000,331000000
51,24000000,3000000,5000000,0,1000000,51000000,332000000
74,21000000,3000000,5000000,0,1000000,74000000,333000000
76,22000000,3000000,5000000,0,1000000,76000000,334000000
55,20000000,3000000,5000000,0,1000000,55000000,335000000
53,23000000,3000000,5000000,0,1000000,53000000,336000000
52,24000000,3000000,5000000,0,1000000,52000000,337000000
75,21000000,3000000,5000000,0,1000000,75000000,338000000
56,20000000,3000000,5000000,0,1000000,56000000,339000000
77,22000000,3000000,5000000,0,1000000,77000000,340000000
54,23000000,3000000,5000000,0,1000000,54000000,341000000
53,24000000,3000000,5000000,0,1000000,53000000,342000000
8,53000000,5000000,3000000,0,1000000,8000000,24000000
76,21000000,3000000,5000000,0,1000000,76000000,343000000
57,20000000,3000000,5000000,0,1000000,57000000,344000000
78,22000000,3000000,5000000,0,1000000,78000000,345000000
55,23000000,3000000,5000000,0,1000000,55000000,346000000
54,24000000,3000000,5000000,0,1000000,54000000,347000000
77,21000000,3000000,5000000,0,1000000,77000000,348000000
58,20000000,3000000,5000000,0,1000000,58000000,349000000
79,22000000,3000000,5000000,0,1000000,79000000,350000000
56,23000000,3000000,5000000,0,1000000,56000000,351000000
55,24000000,3000000,5000000,0,1000000,55000000,352000000
78,21000000,3000000,5000000,0,1000000,78000000,353000000
